2019-01-20-23-13-40  Notice   Starting Nancy on http://localhost:8888
2019-01-20-23-13-51  Notice   Application started
2019-01-20-23-13-51  Notice   Running mailing task
2019-01-20-23-13-51  Notice   Mailing task complete
2019-01-20-23-13-51  Notice   Running billing task
2019-01-20-23-13-56  Notice   Login Process modified admin: Login with password succeeded
2019-01-20-23-13-57  Notice   Billing task complete
2019-01-20-23-13-57  Notice   Running mailing task
2019-01-20-23-13-57  Notice   Mailing task complete
2019-01-20-23-14-08  Notice   admin modified admin: Logged in with two-factor authentication
2019-01-20-23-18-52  Notice   Running mailing task
2019-01-20-23-18-52  Notice   Mailing task complete
2019-01-20-23-18-52  Notice   Running billing task
2019-01-20-23-18-57  Notice   Billing task complete
2019-01-20-23-18-57  Notice   Running mailing task
2019-01-20-23-18-58  Notice   Mailing task complete
2019-01-20-23-23-53  Notice   Running mailing task
2019-01-20-23-23-53  Notice   Mailing task complete
2019-01-20-23-23-53  Notice   Running billing task
2019-01-20-23-23-58  Notice   Billing task complete
2019-01-20-23-23-58  Notice   Running mailing task
2019-01-20-23-23-58  Notice   Mailing task complete
2019-01-20-23-28-53  Notice   Running mailing task
2019-01-20-23-28-53  Notice   Mailing task complete
2019-01-20-23-28-53  Notice   Running billing task
2019-01-20-23-28-58  Notice   Billing task complete
2019-01-20-23-28-58  Notice   Running mailing task
2019-01-20-23-28-59  Notice   Mailing task complete
