2019-01-19-03-16-46  Notice   Starting Nancy on http://localhost:8888
2019-01-19-03-16-58  Notice   Application started
2019-01-19-03-16-58  Notice   Running mailing task
2019-01-19-03-16-58  Notice   Mailing task complete
2019-01-19-03-16-58  Notice   Running billing task
2019-01-19-03-17-03  Notice   User admin id 2d14db38-9839-439e-94ca-6a332f8d56c6 logged in.
2019-01-19-03-17-03  Notice   Billing task complete
2019-01-19-03-17-03  Notice   Running mailing task
2019-01-19-03-17-04  Notice   Mailing task complete
2019-01-19-03-21-59  Notice   Running mailing task
2019-01-19-03-21-59  Notice   Mailing task complete
2019-01-19-03-21-59  Notice   Running billing task
2019-01-19-03-22-04  Notice   Billing task complete
2019-01-19-03-22-04  Notice   Running mailing task
2019-01-19-03-22-05  Notice   Mailing task complete
2019-01-19-03-27-00  Notice   Running mailing task
2019-01-19-03-27-00  Notice   Mailing task complete
2019-01-19-03-27-00  Notice   Running billing task
2019-01-19-03-27-05  Notice   Billing task complete
2019-01-19-03-27-05  Notice   Running mailing task
2019-01-19-03-27-05  Notice   Mailing task complete
2019-01-19-03-32-00  Notice   Running mailing task
2019-01-19-03-32-00  Notice   Mailing task complete
2019-01-19-03-32-00  Notice   Running billing task
2019-01-19-03-32-05  Notice   Billing task complete
2019-01-19-03-32-05  Notice   Running mailing task
2019-01-19-03-32-06  Notice   Mailing task complete
2019-01-19-03-37-01  Notice   Running mailing task
2019-01-19-03-37-01  Notice   Mailing task complete
2019-01-19-03-37-01  Notice   Running billing task
2019-01-19-03-37-06  Notice   Billing task complete
2019-01-19-03-37-06  Notice   Running mailing task
2019-01-19-03-37-06  Notice   Mailing task complete
2019-01-19-03-42-02  Notice   Running mailing task
2019-01-19-03-42-02  Notice   Mailing task complete
2019-01-19-03-42-02  Notice   Running billing task
2019-01-19-03-42-07  Notice   Billing task complete
2019-01-19-03-42-07  Notice   Running mailing task
2019-01-19-03-42-07  Notice   Mailing task complete
2019-01-19-03-47-02  Notice   Running mailing task
