2019-01-14-21-39-41  Notice   Starting Nancy on http://localhost:8888
2019-01-14-21-39-53  Notice   Application started
2019-01-14-21-39-53  Notice   Running mailing task
2019-01-14-21-39-53  Notice   Mailing task complete
2019-01-14-21-39-53  Notice   Running billing task
2019-01-14-21-39-53  Notice   Billing task complete
2019-01-14-21-40-10  Notice   User admin id 6bf728c6-a0ec-4d2f-9814-f51e42b00be4 logged in.
2019-01-14-21-44-53  Notice   Running mailing task
2019-01-14-21-44-53  Notice   Mailing task complete
2019-01-14-21-44-53  Notice   Running billing task
2019-01-14-21-44-54  Notice   Billing task complete
2019-01-14-21-49-55  Notice   Running mailing task
2019-01-14-21-49-55  Notice   Mailing task complete
2019-01-14-21-49-55  Notice   Running billing task
2019-01-14-21-50-11  Notice   Billing task complete
